pokemon,tm_number,move_name
Mewtwo,17,Protect
Mewtwo,19,Power Gem
Mewtwo,22,Aerial Ace
Mewtwo,23,Thunder Punch
Mewtwo,24,Ice Punch
Mewtwo,26,Energy Ball
Mewtwo,27,Swift
Mewtwo,29,Fire Punch
Mewtwo,31,Reflect
Mewtwo,35,Endure
Mewtwo,36,Rock Tomb
Mewtwo,38,Fire Blast
Mewtwo,39,Discharge
Mewtwo,44,Hyper Beam
Mewtwo,47,Agility
Mewtwo,48,Self-Destruct
Mewtwo,51,Safeguard
Mewtwo,52,Earth Power
Mewtwo,55,Giga Impact
Mewtwo,56,Double-Edge
Mewtwo,57,Will-O-Wisp
Mewtwo,59,Zen Headbutt
Mewtwo,60,Future Sight
Mewtwo,62,Flamethrower
Mewtwo,63,Psychic
Mewtwo,64,Solar Beam
Mewtwo,65,Stone Edge
Mewtwo,67,Thunderbolt
Mewtwo,69,Earthquake
Mewtwo,74,Shadow Ball
Mewtwo,77,Poison Jab
Mewtwo,79,Hurricane
Mewtwo,83,Nasty Plot
Mewtwo,85,Substitute
Mewtwo,87,Iron Tail
Mewtwo,90,Dark Pulse
Mewtwo,95,Taunt
Mewtwo,97,Heal Block
Mewtwo,99,Metronome
Mewtwo,102,Focus Blast
Mewtwo,105,Blizzard
Mewtwo,106,Thunder
Mewtwo,108,Comet Punch
Mewtwo,109,Facade
Mewtwo,110,Chilling Water
Mewtwo,113,Low Sweep
Mewtwo,115,Trailblaze
Mewtwo,116,Pay Day
Mewtwo,120,Ancient Power
Mewtwo,127,Dream Eater
Mewtwo,131,Drain Punch
Mewtwo,147,Tri Attack
Mewtwo,150,Vacuum Wave
Mew,1,Take Down
Mew,2,Charm
Mew,3,Fake Tears
Mew,4,Agility
Mew,5,Mud-Slap
Mew,6,Scary Face
Mew,7,Protect
Mew,8,Fire Fang
Mew,9,Thunder Fang
Mew,10,Ice Fang
Mew,11,Water Pulse
Mew,12,Low Kick
Mew,13,Acid Spray
Mew,14,Acrobatics
Mew,15,Struggle Bug
Mew,16,Psybeam
Mew,17,Confuse Ray
Mew,18,Thief
Mew,19,Disarming Voice
Mew,20,Trailblaze
Mew,21,Pounce
Mew,22,Chilling Water
Mew,23,Charge Beam
Mew,24,Fire Spin
Mew,25,Facade
Mew,26,Poison Tail
Mew,27,Aerial Ace
Mew,28,Bulldoze
Mew,29,Hex
Mew,30,Snarl
Mew,31,Metal Claw
Mew,32,Swift
Mew,33,Magical Leaf
Mew,34,Icy Wind
Mew,35,Mud Shot
Mew,36,Rock Tomb
Mew,37,Draining Kiss
Mew,38,Flame Charge
Mew,39,Low Sweep
Mew,40,Air Cutter
Mew,41,Stored Power
Mew,42,Night Shade
Mew,43,Fling
Mew,44,Dragon Tail
Mew,45,Venoshock
Mew,46,Avalanche
Mew,47,Endure
Mew,48,Volt Switch
Mew,49,Sunny Day
Mew,50,Rain Dance
Mew,51,Sandstorm
Mew,52,Snowscape
Mew,53,Smart Strike
Mew,54,Psyshock
Mew,55,Dig
Mew,56,Bullet Seed
Mew,57,False Swipe
Mew,58,Brick Break
Mew,59,Zen Headbutt
Mew,60,U-turn
Mew,61,Shadow Claw
Mew,62,Foul Play
Mew,63,Psychic Fangs
Mew,64,Bulk Up
Mew,65,Air Slash
Mew,66,Body Slam
Mew,67,Fire Punch
Mew,68,Thunder Punch
Mew,69,Ice Punch
Mew,70,Sleep Talk
Mew,71,Seed Bomb
Mew,72,Electro Ball
Mew,73,Drain Punch
Mew,74,Reflect
Mew,75,Light Screen
Mew,76,Rock Blast
Mew,77,Waterfall
Mew,78,Dragon Claw
Mew,79,Dazzling Gleam
Mew,80,Metronome
Mew,81,Grass Knot
Mew,82,Thunder Wave
Mew,83,Poison Jab
Mew,84,Stomping Tantrum
Mew,85,Rest
Mew,86,Rock Slide
Mew,87,Taunt
Mew,88,Swords Dance
Mew,89,Body Press
Mew,90,Spikes
Mew,91,Toxic Spikes
Mew,92,Imprison
Mew,93,Flash Cannon
Mew,94,Dark Pulse
Mew,95,Leech Life
Mew,96,Eerie Impulse
Mew,97,Fly
Mew,98,Skill Swap
Mew,99,Iron Head
Mew,100,Dragon Dance
Mew,101,Power Gem
Mew,102,Gunk Shot
Mew,103,Substitute
Mew,104,Iron Defense
Mew,105,X-Scissor
Mew,106,Drill Run
Mew,107,Will-O-Wisp
Mew,108,Crunch
Mew,109,Trick
Mew,110,Liquidation
Mew,111,Giga Drain
Mew,112,Aura Sphere
Mew,113,Tailwind
Mew,114,Shadow Ball
Mew,115,Dragon Pulse
Mew,116,Stealth Rock
Mew,117,Hyper Voice
Mew,118,Heat Wave
Mew,119,Energy Ball
Mew,120,Psychic
Mew,121,Heavy Slam
Mew,122,Encore
Mew,123,Surf
Mew,124,Ice Spinner
Mew,125,Flamethrower
Mew,126,Thunderbolt
Mew,127,Play Rough
Mew,128,Amnesia
Mew,129,Calm Mind
Mew,130,Helping Hand
Mew,131,Pollen Puff
Mew,132,Baton Pass
Mew,133,Earth Power
Mew,134,Reversal
Mew,135,Ice Beam
Mew,136,Electric Terrain
Mew,137,Grassy Terrain
Mew,138,Psychic Terrain
Mew,139,Misty Terrain
Mew,140,Nasty Plot
Mew,141,Fire Blast
Mew,142,Hydro Pump
Mew,143,Blizzard
Mew,144,Fire Pledge
Mew,145,Water Pledge
Mew,146,Grass Pledge
Mew,147,Wild Charge
Mew,148,Sludge Bomb
Mew,149,Earthquake
Mew,150,Stone Edge
Mew,151,Phantom Force
Mew,152,Giga Impact
Mew,153,Blast Burn
Mew,154,Hydro Cannon
Mew,155,Frenzy Plant
Mew,156,Outrage
Mew,157,Overheat
Mew,158,Focus Blast
Mew,159,Leaf Storm
Mew,160,Hurricane
Mew,161,Trick Room
Mew,162,Bug Buzz
Mew,163,Hyper Beam
Mew,164,Brave Bird
Mew,165,Flare Blitz
Mew,166,Thunder
Mew,167,Close Combat
Mew,168,Solar Beam
Mew,169,Draco Meteor
Mew,170,Steel Beam
Mew,171,Tera Blast
Mew,172,Roar
Mew,173,Charge
Mew,174,Haze
Mew,175,Toxic
Mew,176,Sand Tomb
Mew,177,Spite
Mew,178,Gravity
Mew,179,Smack Down
Mew,180,Gyro Ball
Mew,181,Knock Off
Mew,182,Bug Bite
Mew,183,Super Fang
Mew,184,Vacuum Wave
Mew,185,Lunge
Mew,186,High Horsepower
Mew,187,Icicle Spear
Mew,188,Scald
Mew,189,Heat Crash
Mew,190,Solar Blade
Mew,191,Uproar
Mew,192,Focus Punch
Mew,193,Weather Ball
Mew,194,Grassy Glide
Mew,195,Burning Jealousy
Mew,196,Flip Turn
Mew,197,Dual Wingbeat
Mew,198,Poltergeist
Mew,199,Lash Out
Mew,200,Scale Shot
Mew,201,Misty Explosion
Mew,202,Pain Split
Mew,203,Psych Up
Mew,204,Double-Edge
Mew,205,Endeavor
Mew,206,Petal Blizzard
Mew,207,Temper Flare
Mew,208,Whirlpool
Mew,209,Muddy Water
Mew,210,Supercell Slam
Mew,211,Electroweb
Mew,212,Triple Axel
Mew,213,Coaching
Mew,214,Sludge Wave
Mew,215,Scorching Sands
Mew,216,Feather Dance
Mew,217,Future Sight
Mew,218,Expanding Force
Mew,219,Skitter Smack
Mew,220,Meteor Beam
Mew,221,Throat Chop
Mew,222,Breaking Swipe
Mew,223,Metal Sound
Mew,224,Curse
Mew,225,Hard Press
Mew,226,Dragon Cheer
Mew,227,Alluring Voice
Mew,228,Psychic Noise
Mew,229,Upper Hand
